episode,protein,stage,total_reward,final_energy,rmsd,steps,clashes,policy_loss,value_loss,entropy,ss_reward,learning_rate
258,1VII,2,55.1,155.029,27.0416,33,5,0,0,0,0.0,2.92e-04
259,2GB1,2,138.0,300.3367,47.978,50,0,0,0,0,0.0,2.92e-04
260,2GB1,2,131.0,103.6507,36.6219,50,2,0,0,0,3.0,2.92e-04
261,2GB1,2,123.0,120.0941,45.1939,50,3,0,0,0,0.0,2.92e-04
262,1YRF,2,145.0,165.1038,33.4382,50,4,0,0,0,6.0,2.92e-04
247,2GB1,2,115.0,312.8356,34.3164,50,4,-0.0119,8.14,8.1219,9.0,2.92e-04
248,1L2Y,2,115.0,45.7454,14.781,50,1,0,0,0,0.0,2.92e-04
249,2GB1,2,-11.8,102.3797,18.22,6,5,0,0,0,0.0,2.92e-04
250,1YRF,2,105.0,62.821,18.3095,50,0,0,0,0,0.0,2.92e-04
251,2GB1,2,143.0,392.1787,38.3638,50,2,0,0,0,3.0,2.92e-04
252,1YRF,2,85.0,249.8634,16.0158,50,4,0,0,0,0.0,2.92e-04
263,1YRF,2,-11.8,73.5425,17.0925,6,5,0.0094,3.1705,8.1204,0.0,2.92e-04
264,1VII,2,159.0,68.0091,30.873,50,3,0,0,0,3.0,2.92e-04
265,1VII,2,135.0,295.0381,20.7658,50,3,0,0,0,0.0,2.92e-04
266,1YRF,2,-11.8,57.2628,21.8724,6,5,0,0,0,0.0,2.92e-04
267,1YRF,2,-3.7,462.0956,27.304,9,5,0,0,0,0.0,2.92e-04
268,1VII,2,25.3,70.7115,9.8653,9,4,0,0,0,0.0,2.92e-04
269,1L2Y,2,145.0,37.8658,11.9829,50,1,0,0,0,12.0,2.92e-04
270,1VII,2,165.0,64.0461,41.886,50,3,0,0,0,9.0,2.92e-04
253,1VII,2,109.0,70.3601,32.1098,50,1,-0.0043,5.7189,8.1252,0.0,2.92e-04
254,1L2Y,2,94.0,43.2244,17.6949,50,1,0,0,0,6.0,2.92e-04
255,2GB1,2,84.0,531.4472,24.2431,50,3,0,0,0,3.0,2.92e-04
256,2GB1,2,-11.5,108.877,23.1906,5,5,0,0,0,0.0,2.92e-04
257,2GB1,2,33.8,606.335,28.3902,24,5,0,0,0,9.0,2.92e-04
258,2GB1,2,-11.5,95.2035,30.7919,5,5,0,0,0,0.0,2.92e-04
259,1VII,2,119.0,371.8888,10.4993,50,2,0,0,0,6.0,2.92e-04
260,1VII,2,-11.5,69.1667,30.5857,5,5,0,0,0,0.0,2.92e-04
271,1VII,2,123.0,61.8858,38.9634,50,0,0.0008,6.501,8.1206,3.0,2.92e-04
272,1VII,2,79.1,71.4043,24.4737,33,5,0,0,0,3.0,2.92e-04
273,2GB1,2,126.0,101.6544,26.6109,50,3,0,0,0,3.0,2.92e-04
274,1VII,2,120.0,51.1699,31.0793,50,3,0,0,0,3.0,2.92e-04
275,2GB1,2,-11.5,189.9626,18.9053,5,5,0,0,0,0.0,2.92e-04
276,1VII,2,-11.8,240.6821,21.1976,6,5,0,0,0,0.0,2.92e-04
277,2GB1,2,105.0,102.0513,28.8429,50,3,0,0,0,6.0,2.92e-04
261,1L2Y,2,165.0,34.9078,23.4213,50,0,-0.0005,8.1197,8.1251,3.0,2.92e-04
262,1VII,2,94.0,211.5962,26.9084,50,1,0,0,0,3.0,2.92e-04
263,2GB1,2,7.0,168.0632,36.4105,10,4,0,0,0,0.0,2.92e-04
264,1VII,2,118.0,1595.4563,13.1459,50,1,0,0,0,3.0,2.92e-04
265,2GB1,2,119.0,232.1684,26.0772,50,2,0,0,0,0.0,2.92e-04
266,2GB1,2,124.0,486.4971,31.431,50,1,0,0,0,3.0,2.92e-04
267,2GB1,2,11.9,93.2572,45.2813,17,5,0,0,0,3.0,2.92e-04
278,1VII,2,114.0,68.4417,32.2802,50,3,0.006,4.5991,8.1202,6.0,2.91e-04
279,1VII,2,167.0,87.4299,29.0255,50,2,0,0,0,9.0,2.91e-04
280,1VII,2,136.0,83.9529,19.4727,50,1,0,0,0,3.0,2.91e-04
281,2GB1,2,-11.5,92.1238,36.0176,5,5,0,0,0,0.0,2.91e-04
282,1VII,2,-11.8,136.0255,17.7117,6,5,0,0,0,0.0,2.91e-04
283,1VII,2,87.0,81.3949,28.355,50,3,0,0,0,0.0,2.91e-04
284,2GB1,2,147.0,95.5102,44.6804,50,0,0,0,0,3.0,2.91e-04
268,1VII,2,78.8,496.4243,22.4032,34,5,0.0008,6.633,8.1243,3.0,2.91e-04
269,1VII,2,136.0,157.7938,31.3393,50,4,0,0,0,6.0,2.91e-04
270,1VII,2,-11.5,75.4847,21.3974,5,5,0,0,0,0.0,2.91e-04
271,1VII,2,110.0,180.3015,30.6476,50,2,0,0,0,6.0,2.91e-04
272,1L2Y,2,112.0,35.8832,20.0895,50,1,0,0,0,0.0,2.91e-04
273,1YRF,2,139.0,65.8447,20.3214,50,1,0,0,0,6.0,2.91e-04
274,1VII,2,-11.5,69.8412,20.8968,5,5,0,0,0,0.0,2.91e-04
285,1VII,2,159.0,67.5675,36.2386,50,0,0.01,7.5931,8.1195,9.0,2.91e-04
286,1YRF,2,-7.7,281.6247,25.6094,9,4,0,0,0,0.0,2.91e-04
287,1VII,2,119.0,189.508,20.5114,50,2,0,0,0,0.0,2.91e-04
288,1YRF,2,-11.5,78.2653,15.3673,5,5,0,0,0,0.0,2.91e-04
289,1VII,2,118.0,219.2819,32.1289,50,1,0,0,0,3.0,2.91e-04
290,1YRF,2,108.0,667.1511,23.047,50,0,0,0,0,0.0,2.91e-04
275,1VII,2,136.0,70.657,20.2612,50,1,0.0062,5.3277,8.1239,0.0,2.91e-04
291,1VII,2,138.0,55.9285,31.6689,50,3,0,0,0,6.0,2.91e-04
276,1L2Y,2,147.0,26.9611,20.2039,50,3,0,0,0,15.0,2.91e-04
277,1VII,2,-2.8,64.6839,10.1275,6,5,0,0,0,0.0,2.91e-04
278,1YRF,2,180.0,62.9103,32.8136,50,0,0,0,0,9.0,2.91e-04
279,2GB1,2,129.0,214.8034,28.9205,50,3,0,0,0,0.0,2.91e-04
280,1VII,2,127.0,141.016,25.5748,50,4,0,0,0,9.0,2.91e-04
292,2GB1,2,111.0,350.7512,27.2202,50,3,0.0065,5.9645,8.1189,0.0,2.90e-04
293,1VII,2,-11.5,57.1171,20.2385,5,5,0,0,0,0.0,2.90e-04
294,2GB1,2,67.1,254.7091,23.9759,23,5,0,0,0,3.0,2.90e-04
295,1VII,2,128.0,543.701,20.3417,50,2,0,0,0,9.0,2.90e-04
296,2GB1,2,175.0,97.2188,43.2912,50,1,0,0,0,9.0,2.90e-04
297,2GB1,2,-11.8,693.2997,22.0439,6,5,0,0,0,0.0,2.90e-04
281,1VII,2,128.0,62.0102,22.7802,50,2,-0.0028,4.6336,8.1239,0.0,2.90e-04
298,1VII,2,113.0,164.6915,25.8747,50,2,0,0,0,9.0,2.90e-04
282,1YRF,2,117.0,78.4234,33.2361,50,0,0,0,0,12.0,2.90e-04
299,1YRF,2,150.0,260.9907,28.5617,50,0,0,0,0,9.0,2.90e-04
283,1YRF,2,82.0,364.2688,18.7795,50,4,0,0,0,3.0,2.90e-04
284,1VII,2,-11.5,65.0877,18.9076,5,5,0,0,0,0.0,2.90e-04
285,2GB1,2,159.0,314.6451,42.1545,50,0,0,0,0,3.0,2.90e-04
286,1VII,2,138.0,67.3941,24.1675,50,3,0,0,0,3.0,2.90e-04
